modelid,catchid,calib_01,calib_02,calib_03,calib_04,calib_05,calib_06,calib_07,calib_08,calib_09,calib_10,calib_11,calib_12,calib_13,calib_14,calib_15,calib_16,calib_17,calib_18,calib_19,calib_20,valid_01,valid_02,valid_03,valid_04,valid_05,valid_06,valid_07,valid_08,valid_09,valid_10,valid_11,valid_12,valid_13,valid_14,valid_15,valid_16,valid_17,valid_18,valid_19,valid_20,median_cc,max_cc,min_cc,sd_cc,median_vv,max_vv,min_vv,sd_vv,corr_mx_vv
21,1,0.584594998091385,0.585531023352654,0.58558263743159,0.5803590768301,0.584873581598419,0.584775930295913,0.585815586164547,0.585794845502291,0.585005711974047,0.592267547657735,0.583793477968809,0.583688709703491,0.586690611967909,0.583224632972371,0.583396627038749,0.593614167625584,0.593168030291788,0.587854012160141,0.585893751569043,0.585738867643092,0.481740630316788,0.473720135334921,0.477542634887313,0.463434682257781,0.475949910043067,0.486261725915023,0.466928159981943,0.479827700753112,0.467572785416547,0.484969418466986,0.489386350378526,0.4726302119358,0.474789053006996,0.487175175814353,0.487549801894709,0.466433133302547,0.481646860731962,0.475568507799223,0.484574639346069,0.473632091674299,0.585556830392122,0.593614167625584,0.5803590768301,0.00336549668007322,0.47674627246519,0.489386350378526,0.463434682257781,0.00780041032117522,0.466433133302547
22,1,0.690572029673428,0.687449138445273,0.718073108374284,0.631902803394532,0.68757836664132,0.714766759853346,0.685452751673296,0.689505596146448,0.685626021301573,0.714913969126888,0.689911892852632,0.715030054260788,0.712012856753336,0.712313022672181,0.633603121111412,0.716605071826501,0.714972010348292,0.717361806482472,0.717702524288887,0.706339686857493,0.49062245623771,0.48807821008148,0.475953578024841,0.517545353221101,0.487813946361986,0.474845486517317,0.483274389663829,0.493920871085366,0.483445091329293,0.485770368177186,0.482222839466738,0.481057395901887,0.471057873293655,0.47553183015121,0.511021229814937,0.480398035697898,0.469322540553217,0.489160223367572,0.479371311201619,0.478102731412218,0.709176271805415,0.718073108374284,0.631902803394532,0.0254955779342982,0.482748614565284,0.517545353221101,0.469322540553217,0.0119792173865598,0.475953578024841
23,1,0.631403832444257,0.630684626001436,0.631403712749193,0.630578633014076,0.631796147172466,0.629483545998275,0.631612649728497,0.632924395613559,0.632555028806137,0.631460137897158,0.631392295464789,0.632761939062748,0.630848541918246,0.633121418949519,0.632437121952741,0.631737308216199,0.630467761656729,0.631874764016179,0.628913817383801,0.632605836265343,0.516639569882414,0.521893717996712,0.52357207245225,0.521599882178754,0.507288371209405,0.516730953205555,0.512945540296327,0.521319212024234,0.512126666202367,0.527177140761317,0.518724876155966,0.517672674689557,0.508936066243162,0.51430168927441,0.513265297900153,0.519334587291482,0.517898102354366,0.520485393665702,0.523328524945815,0.517026933583518,0.631536393812828,0.633121418949519,0.628913817383801,0.00111334738938585,0.517785388521961,0.527177140761317,0.507288371209405,0.00505678531721562,0.51430168927441
24,1,0.637320532997022,0.636578340049563,0.643121756645468,0.635280821243386,0.638253950974918,0.634542187824315,0.640042498870538,0.637107704569911,0.636726895725307,0.638089622439453,0.623653637384668,0.635874610914433,0.637376706602943,0.639460518118731,0.633291007803705,0.637867775561214,0.647775946916386,0.636268783728619,0.638861695884146,0.639243268948695,0.51439823340087,0.529563132603277,0.530389161808817,0.525914085403397,0.528401379386098,0.520581491570187,0.527660717536496,0.514265678358824,0.515454567214518,0.514943981386258,0.491684063039164,0.517433746785403,0.511033584923236,0.518442918227939,0.530186009057203,0.518569648215268,0.533193483871143,0.52427315507714,0.521642084996669,0.522199109119733,0.637348619799982,0.647775946916386,0.623653637384668,0.00448293132585632,0.521111788283428,0.533193483871143,0.491684063039164,0.00936422716272164,0.533193483871143
25,1,0.712620982754983,0.634001366457487,0.683781126785681,0.717336649739962,0.702564934167213,0.689813490065843,0.718614696239373,0.634035570283482,0.718033986807523,0.716370565474748,0.633428676399395,0.71718166114283,0.632567239342022,0.754641217306178,0.71690107562413,0.758164552930228,0.749037079287509,0.719730608400985,0.632872002748167,0.755159352080652,0.471160288775038,0.513556375437488,0.47793056817517,0.481619042329077,0.478153243592439,0.494700760469279,0.530908985228536,0.509347360163724,0.477074438039197,0.474692392888913,0.507820827576076,0.474450083445064,0.484807813340195,0.609114689547605,0.476608578008443,0.61799832915099,0.592538063750423,0.473422989737485,0.51996530578954,0.614492504358155,0.716635820549439,0.758164552930228,0.632567239342022,0.0439801445702916,0.489754286904737,0.61799832915099,0.471160288775038,0.051668347421931,0.61799832915099
26,1,0.63167231674326,0.633324754355603,0.630890840304144,0.630097062541136,0.632281133851031,0.63221722108562,0.632535488366896,0.631692975303211,0.631012577963981,0.630011831221336,0.630902959170861,0.632345512554872,0.631524166556261,0.621051882713726,0.632686609619409,0.633324585276369,0.63297475338279,0.631804984515979,0.631059505402878,0.630626667459869,0.520906678876758,0.516676214517606,0.503781036683244,0.52140307662454,0.50437794190797,0.515117936446911,0.519276095025333,0.521571691097164,0.520041835253068,0.531246502927138,0.525306068103335,0.513536644634742,0.513785593159338,0.50161909425687,0.519976796297638,0.513857565620665,0.515132787909644,0.518696966802496,0.532114461506058,0.52730907770587,0.631682646023235,0.633324754355603,0.621051882713726,0.00258339367400822,0.518986530913915,0.532114461506058,0.50161909425687,0.00822700555596959,0.516676214517606
27,1,0.638654312945829,0.637005665533935,0.634068677547089,0.6476444704242,0.63147125135233,0.643494848022585,0.635753000078107,0.63696932581787,0.641294291062209,0.641921626477105,0.632145542241373,0.644429138295868,0.638284810144508,0.647992710086725,0.635216536718387,0.634802150363672,0.646156999365786,0.634142732170291,0.644752796998055,0.64028855713085,0.524893943432359,0.524189322251048,0.506748657663244,0.525097475035329,0.504085793953682,0.534127752308797,0.508104331249672,0.515581368830655,0.512692802573596,0.532196486577319,0.502595407192624,0.516783996702825,0.515517654244811,0.520075690392864,0.514349560823417,0.517038631670866,0.527739817515179,0.517609513330864,0.530561116849049,0.522539468487583,0.638469561545169,0.647992710086725,0.63147125135233,0.00515922686208253,0.517324072500865,0.534127752308797,0.502595407192624,0.00911634793673404,0.520075690392864
28,1,0.742668690718593,0.751458669260514,0.757550630369583,0.753232080329037,0.75928809214528,0.750907686062406,0.749597312895922,0.758814776252602,0.757654314657973,0.754017841614963,0.757471060732097,0.754588780562272,0.753563126854187,0.753692036453689,0.719170962848948,0.714654547877799,0.757891175130372,0.757516463907203,0.757305791753069,0.756878810451257,0.584095890278644,0.608285163412656,0.61710862585927,0.605176775173601,0.626236549992916,0.594369889715477,0.621913000132352,0.617411957393971,0.604060273898147,0.614470215009478,0.601309941021887,0.596520597415641,0.620771586445508,0.603787643687487,0.52507710677547,0.52875123591162,0.599187182093095,0.633854916739588,0.608927291661976,0.609259026381659,0.754303311088617,0.75928809214528,0.714654547877799,0.0122889573793611,0.606730969293129,0.633854916739588,0.52507710677547,0.0279199057942683,0.626236549992916
29,1,0.574063586530247,0.566510418800752,0.561924012513284,0.563950782888231,0.574446511154119,0.573614533282299,0.56938119135776,0.561771313529895,0.567284665818721,0.564310201461538,0.569234327896177,0.571716648999456,0.565804146991529,0.567237599698704,0.564508109602049,0.569033369140845,0.573606543990465,0.570326957444197,0.574348923481458,0.572634993629923,0.471074958233968,0.401596362315824,0.387703322286238,0.393820144928758,0.466916931451852,0.47306648184558,0.449773764007168,0.401764129194146,0.401842185876559,0.38975146442599,0.450054769374822,0.45806695139634,0.402841914265691,0.394414195606162,0.375808161912853,0.443511773232113,0.457342830446041,0.468479050011745,0.468922515609122,0.456541936285671,0.569133848518511,0.574446511154119,0.561771313529895,0.00423341127800025,0.44664276861964,0.47306648184558,0.375808161912853,0.0349153974076029,0.466916931451852
30,1,0.579876980261571,0.586247930101082,0.583842927559221,0.583673615790007,0.580235746306785,0.581448631479958,0.586371166990861,0.58631520585325,0.586057837366629,0.584773401421798,0.592567795459438,0.591522558363395,0.58146993721034,0.585144821871313,0.584676086573378,0.585337827843672,0.584740690222219,0.586325420041428,0.582161692908793,0.584084089023612,0.498976599712419,0.482861896247254,0.490011126672037,0.491529434682189,0.493500695388421,0.491965013560268,0.484418072835749,0.469327490051338,0.488907910767357,0.483193156872172,0.48759032525899,0.481881969146632,0.493441178348126,0.476030374791386,0.48329645667981,0.487586206868787,0.463938257214532,0.484627227802857,0.494202716946525,0.479852298046035,0.584757045822008,0.592567795459438,0.579876980261571,0.00319323607252844,0.486106717335822,0.498976599712419,0.463938257214532,0.00853181254848199,0.48759032525899
31,1,0.644695816961649,0.592063904115962,0.631649310343228,0.720229277715843,0.720026806536053,0.719302751660321,0.703688345244366,0.632653888484375,0.645356103059589,0.717639914792203,0.719127316331253,0.633074730043821,0.713107229349948,0.633439718995951,0.645848479351642,0.716220873731791,0.683379004561824,0.645818203378778,0.627225813324305,0.709410668078547,0.48587512920897,0.489797848952926,0.522911622085852,0.479747391574569,0.513820627870948,0.479007796150695,0.481439402472963,0.516431254890036,0.49024303409927,0.481976478474313,0.483482005340044,0.504652587843823,0.478443853410118,0.516158007101499,0.484208541798457,0.477796285610915,0.482026581151477,0.490140084917387,0.503131958973945,0.476414223463135,0.664613741956733,0.720229277715843,0.592063904115962,0.0427604040422889,0.485041835503713,0.522911622085852,0.476414223463135,0.0151082108378658,0.479747391574569
32,1,0.588409635742136,0.586668728483514,0.588784085401856,0.633867923598903,0.588153044441808,0.587322689083799,0.632810860897016,0.589276164755725,0.589465272876723,0.634071598389044,0.633651661036789,0.631634550942383,0.629921475859923,0.632476994636405,0.588933655479523,0.628322782381249,0.58812861825143,0.640880258256487,0.632650061981008,0.630759109614455,0.494294293710851,0.496204948637309,0.501766590142765,0.521219262210875,0.496164674216997,0.495293026263924,0.520520678011458,0.498199620898582,0.486845257540033,0.516481278229324,0.516043650749303,0.502441394653455,0.522364484388588,0.51580022341423,0.495904829055874,0.517131169039253,0.489203806319128,0.513780636476199,0.510229891837438,0.516075007235371,0.629122129120586,0.640880258256487,0.586668728483514,0.0228264244492763,0.506335643245447,0.522364484388588,0.486845257540033,0.0117110127549293,0.513780636476199
33,1,0.646681743491953,0.640272209501143,0.593312626470509,0.648465513679973,0.636446624860494,0.594389607100964,0.623441686153815,0.635989643534807,0.637571816400923,0.637952874420973,0.595247577856939,0.632381810708601,0.595578761888004,0.63968357851938,0.594699494523617,0.592239968627697,0.637500036756664,0.639034670839586,0.635898761228021,0.639718620122286,0.537059047418677,0.520512034518522,0.499378025343429,0.515832069805797,0.526217755881468,0.507467147782742,0.502855803855954,0.531718004906827,0.526617441281908,0.533852238759172,0.500072177381954,0.516233335870488,0.499137853410344,0.521976918726127,0.503761945168954,0.515956137032131,0.511534821259592,0.512020830220956,0.509084128706238,0.53154557767991,0.63621813419765,0.648465513679973,0.592239968627697,0.0211204521457873,0.515894103418964,0.537059047418677,0.499137853410344,0.012176492164122,0.515832069805797
